#FreeAmade	O
láti	O
lé	O
e	O
jáde	O
.	O
	
Ẹyẹ	O
òwìwí	O
kì	O
í	O
ṣe	O
ẹyẹ	O
rere	O
ní	O
Tanzania	B-LOC
,	O
àti	O
pé	O
,	O
bẹ́ẹ̀	O
ni	O
Tanzania	B-LOC
kì	O
í	O
ní	O
ìgbàgbọ́-asán	O
.	O
	
Ìwò	O
káàkiri	O
ọdún-un	B-DATE
2010	I-DATE
kan	O
fi	O
hàn	O
wípé	O
ìdá	O
94	O
ọmọ	O
bíbí	O
Tanzania	B-LOC
ní	O
ìgbàgbọ́	O
nínú	O
agbára	O
Àjẹ́	O
.	O
	
Ìpàdé	O
ìgbìmọ̀	O
lásán	O
kọ́	O
	
Fún	O
ti	O
ìpàdé	O
yìí	O
,	O
ẹyẹ	O
òwìwí	O
nínúu	O
ìpàdé	O
ní	O
ìtúmọ̀	O
tí	O
ó	O
ní	O
àpẹẹrẹ	O
,	O
pàápàá	O
fún	O
àwọn	O
tí	O
kò	O
ní	O
ìgbàgbọ́-asán	O
,	O
tí	O
ó	O
le	O
pátápátá	O
láti	O
mú	O
ojú	O
kúrò	O
.	O
	
Ní	O
orí	O
ìlànà	O
ètò	O
ìpàdé	O
àkọ́kọ́	O
ìgbìmọ̀ọ	O
Tanzania	B-LOC
ọdún-un	B-DATE
2019	I-DATE
ni	O
ìdámọ̀ràn	O
àtúnṣe	O
sí	O
Òfin	O
Ẹgbẹ́	O
Òṣèlú	O
,	O
tí	O
ó	O
ti	O
ní	O
àríyànjiyàn	O
lemọ́lemọ́	O
nínúu	O
ìṣèlú	O
tí	O
nǹkan	O
kò	O
ṣe	O
ẹnu	O
re	O
.	O
	
Tanzania	B-LOC
wọ	O
ìwé	O
ìtàn	O
ní	O
ọdún-un	B-DATE
1992	I-DATE
gẹ́gẹ́	O
bíi	O
orílẹ̀-èdè	O
àkọ́kọ́	O
ní	O
Ilẹ̀-adúláwò	O
tí	O
yóò	O
dá	O
ètò	O
ẹgbẹ́	O
òṣèlú	O
púpọ̀	O
sílẹ̀	O
,	O
èyí	O
tí	O
ó	O
fi	O
àyè	O
gba	O
ẹgbẹ́	O
ìkọjúsí	O
.	O
	
Òfin	O
Ẹgbẹ́	O
Òṣèlú	O
náà	O
(	O
rè	O
é	O
níbi	O
pẹ̀lú	O
àtúnṣe	O
tí	O
a	O
gbà	O
ní	O
ìmọ̀ràn	O
)	O
bákan	O
náà	O
di	O
lílò	O
ní	O
ọdún-un	B-DATE
1992	I-DATE
,	O
ó	O
sì	O
ti	O
rí	O
àtúnṣe	O
ní	O
ọ̀pọ̀	O
ìgbà	O
bíi	O
àtúnṣe	O
ti	O
ọdún-un	B-DATE
2009	I-DATE
.	O
	
Pẹ̀lú	O
wípé	O
òwìwí	O
wọ̀	O
sí	O
òkè	O
téńté	O
nínúu	O
ìpàdé	O
,	O
kò	O
dí	O
ìpinnu	O
àwọn	O
ìgbìmọ̀	O
lọ́wọ́	O
láti	O
ṣe	O
àtúnṣe	O
sí	O
òfin	O
—	O
ìgbésẹ̀	O
tí	O
àwọn	O
atàbùkù	O
ní	O
wípé	O
ó	O
sọ	O
ètò	O
ẹgbẹ́	O
òṣèlú	O
púpọ̀	O
Tanzania	B-LOC
,	O
àti	O
ìjọba	O
tiwantiwa	O
bákan	O
náà	O
di	O
yẹpẹrẹa	O
	
Gẹ́gẹ́	O
bí	O
Reuters	B-ORG
ti	O
ṣe	O
wí	O
,	O
ìsọdituntun	O
òfin	O
náà	O
ti	O
fi	O
agbára	O
tí	O
ó	O
pọ̀	O
sí	O
ọwọ́	O
àwọn	O
akọ̀wé	O
ìrántí	O
tí	O
ìjọba-yàn	O
láti	O
da	O
ìwé	O
àṣẹ	O
ẹgbẹ́	O
òṣèlú	O
nù	O
àti	O
láti	O
fi	O
ìyà	O
ìfisẹ́wọ̀n	O
jẹ	O
ẹgbẹ́	O
olóṣèlú	O
tí	O
ó	O
bá	O
ṣẹ̀	O
sí	O
òfin	O
,	O
ní	O
àpẹẹrẹ	O
,	O
bí	O
ó	O
bá	O
ṣe	O
ìdánilẹ́kọ̀ọ́	O
ìlú	O
tí	O
ó	O
ní	O
í	O
ṣe	O
pẹ̀lú	O
ìforúkọsílẹ̀	O
òǹdìbò	O
àti	O
àgbékalẹ̀	O
ètò	O
mìíràn	O
tí	O
ó	O
ní	O
í	O
ṣe	O
pẹ̀lú	O
ìṣèlú	O
.	O
	
Ọ̀pọ̀	O
ilé-ìròyìn	O
ni	O
ó	O
ṣe	O
àtúnwí	O
ọ̀rọ̀	O
Zitto	B-PER
Kabwe	I-PER
,	O
olórí	O
ẹgbẹ́	O
òṣèlú	O
alátakò	O
ACT-Wazalendo	O
,	O
ẹni	O
tí	O
ó	O
jẹ́	O
wípé	O
nínú	O
oṣù	B-DATE
Ògún	I-DATE
ọdún-un	I-DATE
2017	I-DATE
bu	O
ẹnu	O
àtẹ́	O
lu	O
ìdámọ̀ràn	O
àtúnṣe	O
òfin	O
náà	O
,	O
wípé	O
ó	O
ṣe	O
é	O
ṣe	O
kí	O
ó	O
rọ́	O
ẹ̀tọ́	O
òṣèlú	O
sẹ́yìn	O
.	O
	
Kabwe	B-LOC
wá	O
fi	O
wé	O
Àbádòfin	O
Iṣẹ́	O
Ìròyìn	O
ọdún-un	B-DATE
2016	I-DATE
,	O
èyí	O
tí	O
ó	O
fi	O
òmìnira	O
fún	O
ilé	O
iṣẹ́	O
ìròyìn	O
tí	O
ó	O
sì	O
dá	O
ilé	O
ìròyìn	O
aládàánialáìgbáralé-ìjọba	O
padà	O
.	O
	
Wàyí	O
,	O
Kabwe	B-LOC
pe	O
àkíyèsí	O
sí	O
ìjì	O
lẹ́sẹ̀	O
tí	O
àtúnṣe	O
Òfin	O
Ẹgbẹ́	O
Òṣèlú	O
dá	O
sílẹ̀	O
:	O
	
A	B-ORG
kò	O
le	O
è	O
ní	O
ìwé-òfin	O
tí	O
ó	O
fi	O
ẹ̀tọ́	O
fún	O
òmíràn	O
ìkẹ́gbẹ́	O
kí	O
ó	O
tún	O
wá	O
fún	O
ẹnìkan	O
ní	O
agbára	O
láti	O
mú	O
ẹ̀tọ́	O
òmìnira	O
ìkẹ́gbẹ́	O
kúrò	O
.	O
	
Ní	O
ẹnu	O
ọdún	B-DATE
mélòó	I-DATE
kan	O
sẹ́yìn	O
,	O
òfin	O
orílẹ̀-èdè	O
Tanzania	B-LOC
ti	O
ń	O
yí	O
padà	O
di	O
aláfagbára	O
ṣe	O
,	O
arapa	O
rẹ̀	O
sì	O
ń	O
fa	O
àìrí	O
àyè	O
fún	O
ẹgbẹ́	O
òṣèlú	O
mìíràn	O
àti	O
ilé	O
iṣẹ́	O
ìròyìn	O
aláìgbáralé-ìjọba	O
láti	O
ṣe	O
bí	O
ó	O
ṣe	O
ní	O
abẹ́	O
òfin	O
.	O
	
Ní	O
báyìí	O
,	O
àwọn	O
aṣàyẹ̀wò	O
fínnífínní	O
ti	O
sọ	O
wípé	O
àtúnṣe	O
Òfin	O
Ẹgbẹ́	O
Òṣèlú	O
kò	O
ní	O
mú	O
un	O
rọrùn	O
fún	O
ètò	O
ìṣèlú	O
tí	O
ó	O
jẹ́	O
pàtàkì	O
fún	O
Ààrẹ	O
àti	O
Chama	B-PER
Cha	I-PER
Mapinduzi	O
(	O
Ẹgbẹ́	O
Àyípadà	O
Náà)	O
,	O
tí	O
ó	O
ti	O
wà	O
ní	O
orí	O
àlééfà	O
láti	O
ìgbà	O
tí	O
òmìnira	O
dé	O
ní	O
ọdún-un	B-DATE
1961	I-DATE
.	O
	
Ìtakò	O
jẹ́	O
dandanàndan	O
nínú	O
ìjọba	O
tiwantiwa	O
tí	O
ó	O
yé	O
kooro	O
.	O
	
Alátakò	O
gidi	O
yóò	O
ṣe	O
àyẹ̀wò	O
fínnífínní	O
sí	O
ètò	O
ìjọba	O
,	O
yóò	O
sì	O
pè	O
é	O
ní	O
ìjà	O
.	O
	
Bí	O
kò	O
bá	O
sí	O
alátakò	O
,	O
ó	O
ṣe	O
é	O
ṣe	O
kí	O
ojú	O
àwọn	O
onírúurú	O
ìyàtọ̀	O
ohun	O
tí	O
ọmọ-ìlú	O
nílò	O
ó	O
máa	O
jẹ́	O
ṣíṣe	O
bí	O
ó	O
ti	O
ṣe	O
tọ́	O
.	O
	
Nínú	O
túwíìtì	O
15	B-DATE
,	O
akẹ́kọ̀ọ́	O
ìmọ̀	O
ìṣègùn	O
Rachel	B-PER
McLellan	O
la	O
àwọn	O
ènìyàn	O
ní	O
òye	O
nípa	O
èrèdíi	O
òfin	O
tuntun	O
náà	O
,	O
àti	O
irú	O
ibi	O
tí	O
ìtako	O
tí	O
ó	O
mú	O
ọpọlọ	O
dání	O
yóò	O
ti	O
wúlò	O
:walked	O
readers	O
through	O
possible	O
consequences	O
of	O
the	O
new	O
act	O
,	O
and	O
characterizes	O
a	O
situation	O
where	O
a	O
critical	O
opposition	O
will	O
find	O
itself	O
cornered	O
:	O
	
Ìgbàgbọ́-asán	O
ni	O
tàbí	O
bẹ́ẹ̀	O
kọ́	O
–	O
àwọn	O
tí	O
ó	O
ń	O
ṣe	O
àgbéyẹ̀wò	O
ìṣèjọba	O
àfagbáraṣe	O
orílẹ̀-èdè	O
Tanzania	B-LOC
rí	O
ìdánilójú	O
awuyewuye	O
wọn	O
pẹ̀lú	O
ti	O
ẹyẹ	O
òwìwí	O
tí	O
ó	O
wọ	O
inú	O
ilé	O
ìgbìmọ̀	O
àti	O
ìgbésẹ̀	O
gbogbo	O
láti	O
lé	O
e	O
dánú	O
àmọ́	O
tí	O
kò	O
bọ́	O
sí	O
i	O
.	O
	
Òwìwí	O
náà	O
ta	O
kété	O
.	O
	
Agbẹnusọ	O
Ìgbìmọ̀	O
,	O
Job	B-PER
Ndugai	I-PER
,	O
gbìyànjú	O
láti	O
yí	O
ìgbàgbọ́	O
ìbílẹ̀	O
padà	O
pẹ̀lú	O
àlàyé	O
tí	O
ó	O
ní	O
iyè	O
nínú	O
:	O
	
Ẹ̀yin	O
Ọmọ	O
Ìgbìmọ̀	O
Ọlọ́lá	O
,	O
a	O
ti	O
ń	O
rí	O
ẹyẹ	O
òwìwí	O
kan	O
nínú	O
Ilé	O
yìí	O
láti	O
òwúrọ̀	O
àmọ́	O
nínú	O
ìgbàgbọ́	O
ìbílẹ̀	O
Dodoma	B-LOC
,	O
òwìwí	O
tí	O
a	O
bá	O
rí	O
ní	O
ojú-ọjọ́	O
kò	O
ní	O
ohunkóhun	O
ń	O
ṣe	O
fún	O
ẹnikẹ́ni	O
.	O
	
Èyí	O
jásí	O
wípé	O
kò	O
sí	O
ìbẹ̀rù	O
.	O
	
Fún	O
àwọn	O
tí	O
ó	O
ń	O
wá	O
àṣìṣe	O
,	O
síbẹ̀	O
,	O
kò	O
sí	O
ohun	O
tí	O
ó	O
ní	O
iyè	O
nínú	O
nípa	O
òfin	O
tuntun	O
náà	O
.	O
	
Pẹ̀lú	O
àìbalẹ̀-ọkàn	O
tí	O
ó	O
ń	O
pọ̀	O
sí	O
i	O
ní	O
ìmúra	O
ìbò	O
ààrẹ	O
ọdún-un	B-DATE
2019	I-DATE
,	O
Ọmọ	O
orílẹ̀-èdè	O
Nàìjíríà	B-LOC
ń	O
bẹ̀rùu	O
pípa	O
ẹ̀rọ-ayélujára	O
	
Àtẹ̀jáde	O
ìtúmọ̀	O
9	B-DATE
Èrèlé	O
2019	B-DATE
10:49	I-DATE
GMT	O
	
Ìbẹ̀rùbojo	O
gba	O
orílẹ̀-èdè	O
Nàìjíríà	B-LOC
kan	O
látàrí	O
awuyewuye	O
pé	O
ó	O
ṣe	O
é	O
ṣe	O
kí	O
ẹ̀rọ	O
ayélukára-bí-ajere	O
ó	O
di	O
pípa	O
ní	O
àsìkò	O
ìbò	O
ààrẹ	O
ọdún-un	B-DATE
2019	I-DATE
.	O
	
Ẹ̀rù	O
ti	O
ń	O
tàn	O
ká	O
orílẹ̀-èdè	O
Nàìjíríà	B-LOC
wípé	O
ó	O
ṣe	O
é	O
ṣe	O
kí	O
ìjọba	O
ó	O
pa	O
ẹ̀rọ-ayélujára	O
ní	O
àsìkò	O
ìbò	O
ààrẹ	O
nínú	O
oṣù	B-DATE
Èrèlé	I-DATE
ọdún-un	I-DATE
2019	I-DATE
.	O
	
Ohun	O
tí	O
ó	O
bẹ̀rẹ̀	O
bí	O
àhesọ	O
lásán	O
ti	O
ń	O
di	O
ohun	O
tí	O
ó	O
ń	O
gbé	O
àwọn	O
ènìyàn	O
ní	O
ọkàn	O
bí	O
ìbò	O
ṣe	O
ń	O
sún	O
mọ́lé	O
.	O
	
Yomi	B-PER
Kamez	O
ti	O
Quartz	B-PER
Africa	B-ORG
ṣàlàyé	O
:	O
	
A	B-ORG
lè	O
sọ	O
wípé	O
ìbẹ̀rùbojo	O
nípa	O
pípa	O
ẹ̀rọ-ayélujára	O
ń	O
gbilẹ̀	O
sí	O
i	O
ní	O
orílẹ̀-èdè	O
tí	O
àwọn	O
ọmọ-ìlú	O
ń	O
wá	O
ìlànà	O
tí	O
yóò	O
mú	O
wọn	O
wà	O
ní	O
orí	O
ayélukára-bí-ajere	O
bí	O
ìdígàgá	O
bá	O
wáyé	O
.	O
	
Ní	O
ìsinmi	O
tí	O
ó	O
kọjá	O
lọ	O
,	O
ìtọ́sọ́nà	O
bí	O
a	O
ṣe	O
lè	O
wà	O
ní	O
orí	O
ayélukára-bí-ajere	O
ti	O
Quartz	B-PER
Africa	B-ORG
kó	O
jọ	O
bí	O
ìdígàgá	O
ẹ̀rọ-ayélujára	O
tàbí	O
ẹ̀rọ-alátagbà	O
bá	O
wáyé	O
ni	O
ìròyìn-in	O
wá	O
tí	O
àwọn	O
òǹkàròyìn	O
kà	O
jù	O
lọ	O
,	O
tí	O
ọ̀pọ̀	O
sì	O
jẹ́	O
ọmọ	O
orílẹ̀-èdè	O
Nàìjíríà	B-LOC
.	O
	
Ọ̀gọ̀rọ̀	O
ènìyàn	O
ni	O
ó	O
sọ	O
ní	O
orí	O
ẹ̀rọ-alátagbà	O
wípé	O
a	O
kì	O
í	O
ṣe	O
é	O
mọ̀	O
,	O
Nàìjíríà	B-LOC
lè	O
tọ	O
ipa	O
ẹsẹ̀	O
àwọn	O
orílẹ̀-èdè	O
Adúláwọ̀	O
[	O
bíi	O
Sudan	B-LOC
,	O
Zimbabwe	B-LOC
]	O
tí	O
ìjọba	O
ti	O
dígàgá	O
ẹ̀rọ-alátagbà	O
tàbí	O
pa	O
ẹ̀rọ-ayélujára	O
ní	O
àpapọ̀	O
ní	O
ìrí	O
ọ̀ràn	O
ààbò	O
.	O
	
Àwọn	O
ìṣẹ̀lẹ̀	O
tí	O
ó	O
jẹ́	O
mọ́n	O
ẹ̀rọ-alátagbà	O
,	O
ọ̀rọ̀	O
ìkórìíra	O
,	O
ìdádúró	O
lẹ́nu	O
iṣẹ́	O
àti	O
ìrọ́pòw	O
adájọ́	O
,	O
àti	O
àìgbàgbọ́	O
nínú	O
ilé	O
iṣẹ́	O
ìròyìn	O
ni	O
ó	O
parapọ̀	O
.	O
	
Yíyọ-eyín	O
onídàájọ́	O
àti	O
ìdọ́gba	O
lábẹ́	O
òfin	O
	
Ní	O
ọjọ́	B-DATE
25	I-DATE
,	I-DATE
oṣù	I-DATE
Ṣẹrẹ	I-DATE
ọdún-un	I-DATE
2019	I-DATE
,	O
ìyàlẹ́nu	O
ni	O
ó	O
jẹ́	O
fún	O
ọmọ	O
orílẹ̀-èdè	O
Nàìjíríà	B-LOC
nígbà	O
tí	O
Ààrẹ	O
Muhammad	B-PER
Buhari	I-PER
ní	O
òun	O
nìkan	O
dá	O
Adájọ́	O
Àgbà	O
Orílẹ̀-èdè	O
Nàìjíríà	B-LOC
,	O
Onídàájọ́	O
Walter	B-ORG
Onnoghen	O
dúró	O
ní	O
ẹnu	O
iṣẹ́	O
,	O
tí	O
ó	O
sì	O
yan	O
ẹlòmíràn	O
ní	O
kíákíá	O
,	O
ìyẹn	O
Ibrahim	B-PER
Tanko	I-PER
Muhammad	I-PER
ẹni	O
tí	O
a	O
búra	O
fún	O
gẹ́gẹ́	O
bíi	O
aṣiṣẹ́	O
bíi	O
Adájọ́	O
Àgbà	O
Orílẹ̀-èdè	O
Nàìjíríà	B-LOC
(CJN)	O
.	O
	
Ẹ̀sùn	O
àìbìkítà	O
àti	O
ìṣowó-ìlú-mọ́kumọ̀ku	O
ni	O
a	O
fi	O
kan	O
Onnoghen	O
.	O
	
Síbẹ̀	O
,	O
àwọn	O
alátakò	O
sọ	O
wípé	O
ẹ̀sùn	O
wọ̀nyí	O
jẹ́	O
ìgbésẹ̀	O
láti	O
di	O
àjọ	O
onídàájọ́	O
ní	O
ẹnu	O
ní	O
ìpalẹ̀mọ́	O
ìbò	O
,	O
àti	O
dáyàfo	O
ẹ̀ka	O
ìjọba	O
tí	O
ó	O
kù	O
.	O
	
Ìdádúróo	O
Onnoghen	O
ta	O
ìpá	O
sí	O
òfin	O
Orílẹ̀-èdè	O
Nàìjíríà	B-LOC
ọdún-un	B-DATE
1999	I-DATE
fún	O
ìyọkúrò	O
àwọn	O
adájọ́	O
.	O
	
Àlàálẹ̀	O
Ìkẹta	O
,	O
Apá	O
1	B-DATE
,	O
ti	O
ìwé	O
òfin	O
ọdún-un	B-DATE
1999	I-DATE
sọ	O
wípé	O
Àjọ	O
Onídàájọ́	O
(	O
NJC	B-ORG
)	O
nìkan	O
ni	O
ó	O
ní	O
àṣẹ	O
láti	O
lè	O
rọ	O
adájọ́	O
ní	O
oyè	O
.	O
	
Apá	O
IV	B-ORG
ìwé	O
òfin	O
náà	O
túbọ̀	O
sọ	O
síwájú	O
nípa	O
òfin	O
yìí	O
.	O
	
Ààrẹ	O
orílẹ̀-èdè	O
Nàìjíríà	B-LOC
Muhammadu	B-PER
Buhari	I-PER
kò	O
tẹ̀lé	O
àwọn	O
àlàálẹ̀	O
wọ̀nyí	O
.	O
	
Ó	O
fi	O
ipá	O
gba	O
agbára	O
lọ́wọ́	O
NJC	B-ORG
tí	O
ó	O
ní	O
àṣẹ	O
ní	O
abẹ́	O
òfin	O
láti	O
sọ	O
bóyá	O
kí	O
a	O
rọ	O
adájọ́	O
tàbí	O
aṣojú-ṣòfin	O
(	O
ilé	O
ìgbìmọ̀	O
àgbà	O
)	O
ní	O
oyè	O
,	O
tí	O
yóò	O
sì	O
fi	O
ohùn	O
sí	O
irúfẹ́	O
ìgbésẹ̀	O
náà	O
.	O
	
Ìwà	O
ìfagbáraṣèjọba	O
ni	O
ààrẹ	O
hù	O
,	O
bẹ́ẹ̀	O
ni	O
kò	O
sì	O
bá	O
òfin	O
mú	O
.	O
	
Ìrò	O
olóòtú	O
ìwé	O
ìròyìn	O
Punch	B-ORG
pe	O
ìhùwàsíi	O
Buhari	B-PER
gẹ́gẹ́	O
bíi	O
ti	O
apàṣẹ-wàá	O
àti	O
pé	O
ìwà	O
náà	O
lè	O
fa	O
rògbòdìyàn-an	O
ti	O
òfin	O
:	O
	
Ìhùwàsíi	O
Buhari	B-PER
burú	O
jáyì	O
,	O
ó	O
ní	O
ẹ̀tàn	O
nínú	O
,	O
kò	O
sì	O
ní	O
orí	O
kò	O
sì	O
ní	O
ìdí	O
.	O
	
Ìwà	O
àkóso	O
ìjọba	O
fàmílétèntutọ́	O
,	O
tí	O
ìwé	O
òfin	O
lè	O
di	O
ìfọwọ́rọ́tìsẹ́gbẹ̀ẹ́…	O
Ní	O
ti	O
òtítọ́	O
,	O
ìwà	O
àdánìkanṣe	O
ààrẹ	O
lè	O
da	O
ìwé	O
òfin	O
orílẹ̀-èdè	O
Nàìjíríà	B-LOC
rú	O
yányán	O
,	O
bóyá	O
,	O
ó	O
lè	O
da	O
ìrìnàjò	O
ogún	O
ọdún	B-DATE
ìjọba	I-DATE
tiwantiwa	O
rú	O
.	O
	
Èyí	O
kò	O
yàtọ̀	O
sí	O
àwọn	O
ìwà	O
ìfagbáraṣèjọba	O
àti	O
ìtàpá	O
sí	O
ìjọba	O
àwa-arawa	O
tí	O
a	O
ti	O
mọ	O
ìṣàkóso	B-ORG
ìjọba	I-ORG
náà	O
mọ́n	O
,	O
kódà	O
bí	O
a	O
bá	O
kà	O
á	O
sí	O
ìwàa	O
kò	O
kàn	O
mí	O
,	O
tí	O
ó	O
nípa	O
tí	O
ó	O
pọ̀	O
àti	O
tí	O
a	O
kò	O
lérò	O
.	O
	
Ìjọba	O
orílẹ̀-èdè	O
Amẹ́ríkà	B-LOC
àti	O
United	B-LOC
Kingdom	I-LOC
náà	O
sọ̀rọ̀	O
òdì	O
sí	O
ìdìgbòlùu	O
àjọ	O
onídàájọ́	O
.	O
	
Ní	O
oríi	O
gbàgede	O
ẹ̀rọ-alátagbà	O
Twitter	B-ORG
,	O
àwọn	O
ènìà	O
ń	O
sọ	O
.	O
	
Ìgbógunti	O
ọ̀rọ̀	O
ìkórìíra	O
ni	O
gbólóhùn	O
tuntun	O
‘ààbò	O
orílẹ̀-èdè’	O
	
Àmì	O
mìíràn	O
tí	O
ó	O
ń	O
tọ́ka	O
sí	O
wípé	O
ó	O
lè	O
bọ́	O
sí	O
kí	O
wọn	O
ó	O
ti	O
ayélujára	O
pa	O
ni	O
èròńgbà	O
ìjọba	O
láti	O
pa	O
òmìnira	O
ọ̀rọ̀	O
sísọ	O
orí	O
ayélujára	O
mọ́n	O
ní	O
ìbámu	O
pẹ̀lú	O
dídáàbobo	O
orílẹ̀-èdè	O
.	O
Ní	O
kò	O
pẹ́	O
kò	O
pẹ́	O
,	O
ìjọba	O
pa	O
àṣẹ	O
fún	O
àwọn	O
agbófinró	O
láti	O
wá	O
wọ̀rọ̀kọ̀	O
fi	O
ṣ'àdá	O
lórí	O
ọ̀rọ̀	O
ìkórìíra	O
,	O
pàápàá	O
ní	O
orí	O
ẹ̀rọ-alátagbà	O
.	O
	
Èyí	O
,	O
gẹ́gẹ́	O
bí	O
ìròyìn	O
láti	O
ọwọ́ọ	O
Cable	B-LOC
ti	O
ṣe	O
sọ	O
,	O
yóò	O
jẹ́	O
mímú	O
ṣẹ	O
nípasẹ̀	O
ṣíṣe	O
alamí	O
aṣàmúlò	O
ẹ̀rọ-alátagbà	O
ọmọ	O
orílẹ̀-èdè	O
Nàìjíríà	B-LOC
tí	O
ó	O
lókìkí	O
.	O
	
Nínúu	O
oṣù	B-DATE
Agẹmọ	I-DATE
ọdún-un	I-DATE
tí	I-DATE
ó	O
kọ́ja	O
,	O
Olórí	O
Ẹ̀ka	O
tí	O
ó	O
ń	O
rí	O
sí	O
Ètò	O
Gbígbé	O
Ọ̀rọ̀	O
Síta	O
fún	O
Orílẹ̀-èdè	O
Nàìjíríà	B-LOC
Láí	O
Mohammed	B-PER
ní	O
wípé	O
ewu	O
ńlá	O
ni	O
ìbísí	O
àhesọ	O
ìròyìn	O
àti	O
ọ̀rọ̀	O
ìkórìíra	O
tí	O
ó	O
ń	O
gbilẹ̀	O
yóò	O
mú	O
bá	O
ààbò	O
orílẹ̀-èdè	O
.	O
	
Ní	O
ọdún	B-DATE
méjì	I-DATE
sẹ́yìn	I-DATE
,	O
Nasir	B-LOC
El-Rufai	O
,	O
gómìnà	O
ìpínlẹ̀	O
Kaduna	B-LOC
,	O
sọ	O
wípé	O
àhesọ	O
àti	O
ọ̀rọ̀	O
ìkórìíra	O
jẹ́	O
ìṣòro	O
ńlá	O
tí	O
ó	O
lè	O
fa	O
ìfọ̀kànbalẹ̀	O
,	O
ààbò	O
ẹ̀mí	O
àti	O
dúkìá	O
orílẹ̀-èdè	O
yà	O
.	O
	
Bí	O
ó	O
ti	O
wù	O
kí	O
ó	O
rí	O
,	O
pẹ̀lú	O
ẹ̀gàn	O
ni	O
ó	O
jẹ́	O
pé	O
ọ̀ràn-an	O
àhesọ	O
àti	O
ọ̀rọ̀	O
ìkórìíra	O
kan	O
Lai	B-PER
àti	O
El-Rufai	O
gẹ́gẹ́	O
bíi	O
ìṣòro	O
ààbò	O
orílẹ̀-èdè	O
Nàìjíríà	B-LOC
.	O
	
Bí	O
olóṣèlú	O
ẹgbẹ́	O
alátakò	O
,	O
àwọn	O
méjèèjì	O
kò	O
ní	O
ẹ̀rí	O
tí	O
ó	O
dájú	O
tí	O
yóò	O
fi	O
ìdí	O
ẹ̀sùn	O
tí	O
ó	O
fi	O
kan	O
ìjọba	O
àná	O
múlẹ̀	O
.	O
	
Fún	O
àpẹẹrẹ	O
,	O
Nassir	O
El-Rufai	O
,	O
gómìnà	O
ìpínlẹ̀ẹ	O
Kaduna	B-LOC
lọ́wọ́lọ́wọ́	O
tẹnu	O
mọ́	O
ọn	O
ní	O
ọdún-un	B-DATE
2014	I-DATE
—	O
láìsí	O
ẹ̀rí	O
—	O
wípé	O
ẹni	O
kéje	O
ni	O
òun	O
jẹ́	O
nínú	O
àwọn	O
tí	O
[	O
Ààrẹ	O
Jónátàànì	O
Goodluck	B-PER
]	O
fẹ́	O
ṣe	O
ikú	O
pa	O
	
.	O
	
El-Rufai	O
tún	O
sọ	O
wípé	O
nígbà	O
tí	O
Goodluck	B-PER
ń	O
tu	O
ọkọ̀	O
gẹ́gẹ́	O
bí	O
ààrẹ	O
,	O
jẹ́	O
agbátẹrù	O
ẹgbẹ́	O
apani-ní-	O
ìfọnná-finṣu	O
Boko	B-LOC
Haram	I-LOC
.	O
	
Bẹ́ẹ̀	O
náà	O
ni	O
Láí	O
Mohammed	B-PER
tí	O
ó	O
ti	O
ṣe	O
Akọ̀wé	O
Alukoro	O
Orílẹ̀-èdè	O
rí	O
fún	O
ẹgbẹ́	O
òṣèlú	O
APC	B-ORG
ti	O
ṣe	O
sọ	O
.	O
	
Gẹ́gẹ́	O
bíi	O
olóṣèlú	O
alátakò	O
,	O
àwọn	O
òṣìṣẹ́	O
ọba	O
ti	O
fi	O
hàn	O
wípé	O
àwọn	O
gan-an	O
ni	O
adárúgúdù	O
tí	O
ó	O
ń	O
dá	O
àhesọ	O
àti	O
ọ̀rọ̀	O
ìkórìíra	O
sílẹ̀	O
,	O
tí	O
ó	O
ń	O
lo	O
ẹ̀rọ-alátagbà	O
fi	O
dá	O
rúgúdù	O
sílẹ̀	O
.	O
	
Àmọ́	O
wọn	O
kò	O
rí	O
ìwàa	O
wọn	O
gẹ́gẹ́	O
bíi	O
ewu	O
fún	O
ààbò	O
àti	O
àlàáfíà	O
orílẹ̀-èdè	O
;	O
wọn	O
kò	O
di	O
ẹni	O
à	O
ń	O
fi	O
ọwọ́ọ	O
ṣìgún	O
òfin	O
mú	O
tàbí	O
mú	O
kí	O
a	O
pa	O
ayélujára	O
nítorí	O
ìwàa	O
wọn	O
.	O
	
Ẹ̀rọ-alátagbà	O
àti	O
ìbò	O
orílẹ̀-èdè	O
Nàìjíríà	B-LOC
	
Ìjà	O
fún	O
ìyàtọ̀	O
ìgbé-ayé	O
ní	O
orílẹ̀-èdè	O
Nàìjíríà	B-LOC
ọdún-un	B-DATE
2012	I-DATE
#OccupyNigeria	O
àti	O
ìpolongo	O
ọdún-un	B-DATE
2014	I-DATE
#BringBackOurGirls	O
mi	O
gbogbo	O
àgbáyé	O
tìtì	O
nítorí	O
wípé	O
àwọn	O
ènìyàn	O
ṣe	O
àmúlò	O
ẹ̀rọ-alátagbà	O
fún	O
ìpolongo	O
ẹ̀dùn	O
ọkàn-an	O
wọn	O
.	O
	
Ní	O
ọdún-un	B-DATE
2015	I-DATE
,	O
ẹ̀rọ-alátagbà	O
kó	O
ipa	O
ribiribi	O
nínú	O
ìbò	O
orílẹ̀-èdè	O
Nàìjíríà	B-LOC
nígbà	O
tí	O
Twitter	B-ORG
di	O
ibi	O
ìkorò	O
àti	O
gbàgede	O
